DrugBank ID,Name,CAS Number,Drug Groups,ori_SMILES,SMILES
DB00248,Cabergoline,81409-90-7,approved,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,C=CCN1CC(C(=O)N(CCCN(C)C)C(=O)NCC)CC2c3cccc4[nH]cc(c34)CC21
DB00249,Idoxuridine,54-42-2,approved; investigational,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I
DB00250,Dapsone,80-08-0,approved; investigational,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
DB00251,Terconazole,67915-31-5,approved,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
DB00252,Phenytoin,57-41-0,approved; vet_approved,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
DB00253,Medrysone,2668-66-8,approved,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,CC(=O)C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3C(O)CC12C
DB00254,Doxycycline,564-25-0,approved; investigational; vet_approved,[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21
DB00255,Diethylstilbestrol,56-53-1,approved; investigational,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
DB00256,Lymecycline,992-21-2,approved; investigational,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,CN(C)C1C(O)=C(C(=O)NCNCCCCC(N)C(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
DB00257,Clotrimazole,23593-75-1,approved; vet_approved,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
DB00258,Calcium acetate,62-54-4,approved; investigational,[Ca++].CC([O-])=O.CC([O-])=O,CC(=O)[O-]
DB00259,Sulfanilamide,63-74-1,approved,NC1=CC=C(C=C1)S(N)(=O)=O,Nc1ccc(S(N)(=O)=O)cc1
DB00260,Cycloserine,68-41-7,approved,N[C@@H]1CONC1=O,NC1CONC1=O
DB00261,Anagrelide,68475-42-3,approved,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1
DB00262,Carmustine,154-93-8,approved; investigational,ClCCNC(=O)N(CCCl)N=O,O=NN(CCCl)C(=O)NCCCl
DB00263,Sulfisoxazole,127-69-5,approved; vet_approved,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
DB00264,Metoprolol,51384-51-1,approved; investigational,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,COCCc1ccc(OCC(O)CNC(C)C)cc1
DB00265,Crotamiton,483-63-6,approved,CCN(C(=O)C=CC)C1=CC=CC=C1C,CC=CC(=O)N(CC)c1ccccc1C
DB00266,Dicoumarol,66-76-2,approved,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O
DB00267,Cefmenoxime,65085-01-0,approved,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1
DB00268,Ropinirole,91374-21-9,approved; investigational,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,CCCN(CCC)CCc1cccc2c1CC(=O)N2
DB00269,Chlorotrianisene,569-57-3,investigational; withdrawn,COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
DB00270,Isradipine,75695-93-1,approved; investigational,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
DB00271,Diatrizoate,117-96-4,approved; vet_approved,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
DB00272,Betazole,105-20-4,approved,NCCC1=CC=NN1,NCCc1ccn[nH]1
DB00273,Topiramate,97240-79-4,approved,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,CC1(C)OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1
DB00274,Cefmetazole,56796-20-4,approved; investigational,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21
DB00275,Olmesartan,144689-24-7,approved; investigational,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
DB00276,Amsacrine,51264-14-3,approved; investigational,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
DB00277,Theophylline,58-55-9,approved,CN1C2=C(NC=N2)C(=O)N(C)C1=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O
DB00278,Argatroban,74863-84-6,approved; investigational,C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,CC1CNc2c(cccc2S(=O)(=O)NC(CCCNC(=N)N)C(=O)N2CCC(C)CC2C(=O)O)C1
DB00279,Liothyronine,6893-02-3,approved; vet_approved,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
DB00280,Disopyramide,3737-09-5,approved,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
DB00281,Lidocaine,137-58-6,approved; vet_approved,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,CCN(CC)CC(=O)Nc1c(C)cccc1C
DB00282,Pamidronic acid,40391-99-9,approved,NCCC(O)(P(O)(O)=O)P(O)(O)=O,NCCC(O)(P(=O)(O)O)P(=O)(O)O
DB00283,Clemastine,15686-51-8,approved; investigational,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1
DB00284,Acarbose,56180-94-0,approved; investigational,[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O
DB00285,Venlafaxine,93413-69-5,approved,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
DB00287,Travoprost,157283-68-6,approved,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)COc1cccc(C(F)(F)F)c1
DB00288,Amcinonide,51022-69-6,approved,[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
DB00289,Atomoxetine,83015-26-3,approved,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,CNCCC(Oc1ccccc1C)c1ccccc1
DB00291,Chlorambucil,305-03-3,approved,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
DB00292,Etomidate,33125-97-2,approved,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,CCOC(=O)c1cncn1C(C)c1ccccc1
DB00293,Raltitrexed,112887-68-0,approved; investigational,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)ccc2[nH]1
DB00294,Etonogestrel,54048-10-1,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC
DB00295,Morphine,57-27-2,approved; investigational,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
DB00296,Ropivacaine,84057-95-4,approved,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C
DB00297,Bupivacaine,38396-39-3,approved; investigational,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
DB00298,Dapiprazole,72822-12-9,approved,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1
DB00299,Penciclovir,39809-25-1,approved,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1
DB00300,Tenofovir disoproxil,201341-05-1,approved; investigational,[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C
DB00301,Flucloxacillin,5250-39-5,approved; investigational,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
DB00302,Tranexamic acid,1197-18-8,approved,NC[C@H]1CC[C@@H](CC1)C(O)=O,NCC1CCC(C(=O)O)CC1
DB00303,Ertapenem,153832-46-3,approved; investigational,[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12
DB00304,Desogestrel,54024-22-5,approved,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC
DB00305,Mitomycin,50-07-7,approved,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12
DB00306,Talbutal,115-44-6,approved; illicit,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O
DB00307,Bexarotene,153559-49-0,approved; investigational,CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
DB00308,Ibutilide,122647-31-8,approved,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
DB00310,Chlorthalidone,77-36-1,approved,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
DB00311,Ethoxzolamide,452-35-7,withdrawn,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
DB00312,Pentobarbital,76-74-4,approved; investigational; vet_approved,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
DB00313,Valproic acid,99-66-1,approved; investigational,CCCC(CCC)C(O)=O,CCCC(CCC)C(=O)O
DB00315,Zolmitriptan,139264-17-8,approved; investigational,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,CN(C)CCc1c[nH]c2ccc(CC3COC(=O)N3)cc12
DB00316,Acetaminophen,103-90-2,approved,CC(=O)NC1=CC=C(O)C=C1,CC(=O)Nc1ccc(O)cc1
DB00317,Gefitinib,184475-35-2,approved; investigational,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
DB00318,Codeine,76-57-3,approved; illicit,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341
DB00319,Piperacillin,66258-76-2,approved,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O
DB00320,Dihydroergotamine,511-12-6,approved; investigational,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21
DB00321,Amitriptyline,50-48-6,approved,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,CN(C)CCC=C1c2ccccc2CCc2ccccc21
DB00322,Floxuridine,50-91-9,approved,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F
DB00323,Tolcapone,134308-13-7,approved; withdrawn,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
DB00324,Fluorometholone,426-13-1,approved; investigational,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
DB00326,Calcium glucoheptonate,29039-00-7,approved,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,O=C([O-])C(O)C(O)C(O)C(O)C(O)CO
DB00327,Hydromorphone,466-99-9,approved; illicit,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5
DB00328,Indomethacin,53-86-1,approved; investigational,COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
DB00330,Ethambutol,74-55-5,approved,CC[C@@H](CO)NCCN[C@@H](CC)CO,CCC(CO)NCCNC(CC)CO
DB00331,Metformin,657-24-9,approved,CN(C)C(=N)NC(N)=N,CN(C)C(=N)NC(=N)N
DB00332,Ipratropium,60205-81-4,approved; experimental,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
DB00333,Methadone,76-99-3,approved,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
DB00334,Olanzapine,132539-06-1,approved; investigational,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
DB00335,Atenolol,29122-68-7,approved,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
DB00336,Nitrofural,59-87-0,approved; investigational; vet_approved,NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1
DB00338,Omeprazole,73590-58-6,approved; investigational; vet_approved,COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
DB00339,Pyrazinamide,98-96-4,approved; investigational,NC(=O)C1=NC=CN=C1,NC(=O)c1cnccn1
DB00340,Metixene,4969-02-2,approved,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
DB00341,Cetirizine,83881-51-0,approved,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
DB00342,Terfenadine,50679-08-8,approved; withdrawn,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
DB00343,Diltiazem,42399-41-7,approved; investigational,COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
DB00344,Protriptyline,438-60-8,approved,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,CNCCCC1c2ccccc2C=Cc2ccccc21
DB00345,Aminohippuric acid,61-78-9,approved; investigational,NC1=CC=C(C=C1)C(=O)NCC(O)=O,Nc1ccc(C(=O)NCC(=O)O)cc1
DB00346,Alfuzosin,81403-80-7,approved; investigational,COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
DB00347,Trimethadione,127-48-0,approved,CN1C(=O)OC(C)(C)C1=O,CN1C(=O)OC(C)(C)C1=O
DB00348,Nitisinone,104206-65-7,approved; investigational,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
DB00349,Clobazam,22316-47-8,approved; illicit,CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
DB00350,Minoxidil,38304-91-5,approved; investigational,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
DB00351,Megestrol acetate,595-33-5,approved; investigational; vet_approved,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C
DB00352,Tioguanine,154-42-7,approved,NC1=NC(=S)C2=C(N1)N=CN2,Nc1nc(=S)c2[nH]cnc2[nH]1
DB00353,Methylergometrine,113-42-8,approved,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1
DB00354,Buclizine,82-95-1,approved,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1
DB00355,Aztreonam,78110-38-0,approved,C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-]
DB00356,Chlorzoxazone,95-25-0,approved,ClC1=CC2=C(OC(=O)N2)C=C1,O=c1[nH]c2cc(Cl)ccc2o1
DB00357,Aminoglutethimide,125-84-8,approved; investigational,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
DB00358,Mefloquine,53230-10-7,approved; investigational,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
DB00359,Sulfadiazine,68-35-9,approved; investigational; vet_approved,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
DB00360,Sapropterin,62989-33-7,approved; investigational,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,CC(O)C(O)C1CNc2nc(N)[nH]c(=O)c2N1
DB00363,Clozapine,5786-21-0,approved,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
DB00365,Grepafloxacin,119914-60-2,approved; investigational; withdrawn,CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1
DB00366,Doxylamine,469-21-6,approved; vet_approved,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
DB00367,Levonorgestrel,797-63-7,approved; investigational,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC
DB00368,Norepinephrine,51-41-2,approved,NC[C@H](O)C1=CC(O)=C(O)C=C1,NCC(O)c1ccc(O)c(O)c1
DB00369,Cidofovir,113852-37-2,approved,NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,Nc1ccn(CC(CO)OCP(=O)(O)O)c(=O)n1
DB00370,Mirtazapine,85650-52-8,approved,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,CN1CCN2c3ncccc3Cc3ccccc3C2C1
DB00371,Meprobamate,57-53-4,approved; illicit,CCCC(C)(COC(N)=O)COC(N)=O,CCCC(C)(COC(N)=O)COC(N)=O
DB00372,Thiethylperazine,1420-55-9,approved; withdrawn,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
DB00373,Timolol,26839-75-8,approved,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1
DB00374,Treprostinil,81846-19-7,approved; investigational,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,CCCCCC(O)CCC1C(O)CC2Cc3c(cccc3OCC(=O)O)CC21
DB00376,Trihexyphenidyl,144-11-6,approved,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
DB00377,Palonosetron,135729-56-5,approved; investigational,[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,O=C1c2cccc3c2C(CCC3)CN1C1CN2CCC1CC2
DB00378,Dydrogesterone,152-62-5,approved; investigational; withdrawn,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C
DB00379,Mexiletine,31828-71-4,approved; investigational,CC(N)COC1=C(C)C=CC=C1C,Cc1cccc(C)c1OCC(C)N
DB00380,Dexrazoxane,24584-09-6,approved; withdrawn,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
